,name,address,borough,source,validated_address
407,Texas Chicken & Burgers,"521 Ocean Avenue, Brooklyn, NY",Brooklyn,Zabiha,"521 Ocean Ave, Brooklyn, NY 11226, USA"
408,Crown Fried Chicken,"3402 Church Avenue, Brooklyn, NY",Brooklyn,Zabiha,"3402 Church Ave, Brooklyn, NY 11203, USA"
409,Zatar Café Bistro,"1294 Myrtle Avenue, Brooklyn, NY",Brooklyn,Zabiha,"1294 Myrtle Ave, Brooklyn, NY 11221, USA"
410,Mandela Halal Buffet,"267 Troy Avenue, Brooklyn, NY",Brooklyn,Zabiha,"267 Troy Ave, Brooklyn, NY 11213, USA"
411,My House Burgers & Shakes,"367 Avenue X, Brooklyn, NY",Brooklyn,Zabiha,"367 Avenue X, Brooklyn, NY 11223, USA"
412,Döner Kebab NYC,"34 Willoughby Street, Brooklyn, NY",Brooklyn,Zabiha,"34 Willoughby St, Brooklyn, NY 11201, USA"
413,Grill Hut,"887 Fulton Street, Brooklyn, NY",Brooklyn,Zabiha,"887 Fulton St, Brooklyn, NY 11238, USA"
414,Old Baku,"115 Ditmas Avenue, Brooklyn, NY",Brooklyn,Zabiha,"115 Ditmas Ave, Brooklyn, NY 11218, USA"
415,Habib 1 Deli,"631 Flatbush Avenue, Brooklyn, NY",Brooklyn,Zabiha,"631 Flatbush Ave, Brooklyn, NY 11225, USA"
416,Kusharista,"518 86th Street, Brooklyn, NY",Brooklyn,Zabiha,"518 86th St, Brooklyn, NY 11209, USA"
417,Bab Marrakech,"7317 5th Avenue, Brooklyn, NY",Brooklyn,Zabiha,"7317 5th Ave, Brooklyn, NY 11209, USA"
418,Halal Xpress,"7524 18th Avenue, Brooklyn, NY",Brooklyn,Zabiha,"7524 18th Ave, Brooklyn, NY 11214, USA"
419,Burgerim,"518 86th Street, Brooklyn, NY",Brooklyn,Zabiha,"518 86th St, Brooklyn, NY 11209, USA"
420,3 Guys Gyro,"129 Graham Avenue, Brooklyn, NY",Brooklyn,Zabiha,"129 Graham Ave, Brooklyn, NY 11206, USA"
421,Istanblue Kings,"428 Kings Highway, Brooklyn, NY",Brooklyn,Zabiha,"428 Kings Hwy, Brooklyn, NY 11223, USA"
422,Liman,"2710 Emmons Avenue, Brooklyn, NY",Brooklyn,Zabiha,"2710 Emmons Ave, Brooklyn, NY 11235, USA"
423,Tava,"318 5th Avenue, Brooklyn, NY",Brooklyn,Zabiha,"318 5th Ave, Brooklyn, NY 11215, USA"
424,Jasper Kane Café,"6 MetroTech Center, Brooklyn, NY",Brooklyn,Zabiha,"6 MetroTech Center, Brooklyn, NY 11201, USA"
425,Cava Grill,"345 Adams Street, Brooklyn, NY",Brooklyn,Zabiha,"345 Adams St, Brooklyn, NY 11201, USA"
426,Cocoa Grinder,"313 Knickerbocker Avenue, Brooklyn, NY",Brooklyn,Zabiha,"313 Knickerbocker Ave, Brooklyn, NY 11237, USA"
427,Seed,"242 5th Avenue, Brooklyn, NY",Brooklyn,Zabiha,"242 5th Ave, Brooklyn, NY 11215, USA"
428,Hills Kitchen,"252 Knickerbocker Avenue, Brooklyn, NY",Brooklyn,Zabiha,"252 Knickerbocker Ave, Brooklyn, NY 11237, USA"
429,Ata,"887 Fulton Street, Brooklyn, NY",Brooklyn,Zabiha,"887 Fulton St, Brooklyn, NY 11238, USA"
430,Asaba Kitchen,"550 Bainbridge Street, Brooklyn, NY",Brooklyn,Zabiha,"550 Bainbridge St, Brooklyn, NY 11233, USA"
431,India House,"586 Nostrand Avenue, Brooklyn, NY",Brooklyn,Zabiha,"586 Nostrand Ave, Brooklyn, NY 11216, USA"
432,Texas Chicken & Burgers,"551 Nostrand Avenue, Brooklyn, NY",Brooklyn,Zabiha,"551 Nostrand Ave, Brooklyn, NY 11216, USA"
433,Sakib,"349 Bedford Avenue, Brooklyn, NY",Brooklyn,Zabiha,"349 Bedford Ave, Brooklyn, NY 11211, USA"
434,"Papa's Halal Crispy Chicken & Gyros
NEW!","622 Chester Street, Brooklyn, NY",Brooklyn,Zabiha,"622 Chester St, Brooklyn, NY 11212, USA"
435,"Mezbani Sweets & Restaurant
NEW!","473 McDonald Avenue, Brooklyn, NY",Brooklyn,Zabiha,"473 McDonald Ave, Brooklyn, NY 11218, USA"
436,Punjab Restaurant,"691 Coney Island Avenue, Brooklyn, NY",Brooklyn,Zabiha,"691 Coney Island Ave, Brooklyn, NY 11218, USA"
437,Istanbul Fast Food,"2202 86th Street, Brooklyn, NY",Brooklyn,Zabiha,"2202 86th St, Brooklyn, NY 11214, USA"
438,Papa's Halal Fried Chicken & Pizza,"1036 Coney Island Avenue, Brooklyn, NY",Brooklyn,Zabiha,"1036 Coney Island Ave, Brooklyn, NY 11230, USA"
439,Bismillah Kabab & Curry,"1203 Liberty Avenue, Brooklyn, NY",Brooklyn,Zabiha,"1203 Liberty Ave, Brooklyn, NY 11208, USA"
440,Blue Nile West Indian,"621 Flatbush Avenue, Brooklyn, NY",Brooklyn,Zabiha,"621 Flatbush Ave, Brooklyn, NY 11225, USA"
441,Affy's Premium Grill,"1909 Coney Island Avenue, Brooklyn, NY",Brooklyn,Zabiha,"1909 Coney Island Ave, Brooklyn, NY 11230, USA"
442,Karam Restaurant,"8519 4th Avenue, Brooklyn, NY",Brooklyn,Zabiha,"8519 4th Ave, Brooklyn, NY 11209, USA"
443,Man'ouche,"7701 5th Avenue, Brooklyn, NY",Brooklyn,Zabiha,"7701 5th Ave, Brooklyn, NY 11209, USA"
444,Grill N Dine,"786 Coney Island Avenue, Brooklyn, NY",Brooklyn,Zabiha,"786 Coney Island Ave, Brooklyn, NY 11218, USA"
445,Hazar Turkish Kebab,"7224 5th Avenue, Brooklyn, NY",Brooklyn,Zabiha,"7224 5th Ave, Brooklyn, NY 11209, USA"
446,Tanoreen,"7704 3rd Avenue, Brooklyn, NY",Brooklyn,Zabiha,"7704 3rd Ave, Brooklyn, NY 11209, USA"
447,Pizza Chef,"1512 Fulton Street, Brooklyn, NY",Brooklyn,Zabiha,"1512 Fulton St, Brooklyn, NY 11213, USA"
448,Bosna Express,"791 Fairview Avenue, Ridgewood, NY",Brooklyn,Zabiha,"791 Fairview Ave, Ridgewood, NY 11385, USA"
449,Kabob Shack,"182 Havemeyer Street, Brooklyn, NY",Brooklyn,Zabiha,"182 Havemeyer St, Brooklyn, NY 11211, USA"
450,Skyway Restaurant & Kabab House,"2032 Bath Avenue, Brooklyn, NY",Brooklyn,Zabiha,"2032 Bath Ave, Brooklyn, NY 11214, USA"
451,Kebab Garden,"2943 Stillwell Avenue, Brooklyn, NY",Brooklyn,Zabiha,"2943 Stillwell Ave, Brooklyn, NY 11224, USA"
452,Bukhari,"1095 Coney Island Avenue, Brooklyn, NY",Brooklyn,Zabiha,"1095 Coney Island Ave, Brooklyn, NY 11230, USA"
453,Bahar Masala,"984 Coney Island Avenue, Brooklyn, NY",Brooklyn,Zabiha,"984 Coney Island Ave, Brooklyn, NY 11230, USA"
454,Memo Shishkebob,"1821 Kings Highway, Brooklyn, NY",Brooklyn,Zabiha,"1821 Kings Hwy, Brooklyn, NY 11229, USA"
455,New Texas Fried Chicken,"803 Cypress Avenue, Ridgewood, NY",Brooklyn,Zabiha,"803 Cypress Ave, Ridgewood, NY 11385, USA"
456,Nablus Sweets & Pastries,"6812 5th Avenue, Brooklyn, NY",Brooklyn,Zabiha,"6812 5th Ave, Brooklyn, NY 11220, USA"
457,The Bahche,"191 7th Street, Brooklyn, NY",Brooklyn,Zabiha,"191 7th St, Brooklyn, NY 11215, USA"
458,Lasiaf Taco & Lounge,"2368 Flatbush Avenue, Brooklyn, NY",Brooklyn,Zabiha,"2368 Flatbush Ave, Brooklyn, NY 11234, USA"
459,Al-Sham Sweets & Pastries,"24-39 Steinway Street, Astoria, NY",Queens,Zabiha,"24-39 Steinway St, Astoria, NY 11103, USA"
460,Duzan Mediterranean Grill,"24-11 Crescent Street South, Queens, NY",Queens,Zabiha,"24-11 Crescent St, Long Island City, NY 11102, USA"
461,El Souk,"25-85 Steinway Street, Astoria, NY",Queens,Zabiha,"25-85 Steinway St, Long Island City, NY 11103, USA"
462,Teal,"22-79 Steinway Street, Astoria, NY",Queens,Zabiha,"22-79 Steinway St, Long Island City, NY 11105, USA"
463,One Stop Pizza & Restaurant,"28-15 36th Avenue, Astoria, NY",Queens,Zabiha,"28-15 36th Ave, Queens, NY 11106, USA"
464,Alfarha Deli,"25-32 Steinway Street, New York, NY",Queens,Zabiha,"25-32 Steinway St, Long Island City, NY 11103, USA"
465,C-Town Supermarket,"169-13 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"169-13 Hillside Avenue, Jamaica, NY 11433, USA"
466,On The Nile Café,"33-09 36th Avenue, New York, NY",Queens,Zabiha,"33-09 36th Ave, Long Island City, NY 11106, USA"
467,Taci's,"102-07 Metropolitan Avenue, Forest Hills, NY",Queens,Zabiha,"102-07 Metropolitan Ave, Flushing, NY 11375, USA"
468,El-Omda,"33-10 28th Avenue, Astoria, NY",Queens,Zabiha,"33-10 28th Ave, Long Island City, NY 11103, USA"
469,Xhale Hookah Lounge,"70-11 Austin Street, Forest Hills, NY",Queens,Zabiha,"70-11 Austin St, Forest Hills, NY 11375, USA"
470,Shawarmania,"22-49 31st Street, Astoria, NY",Queens,Zabiha,"22-49 31st St, Astoria, NY 11105, USA"
471,Shah's Halal Food,"Homelawn Street & Hillside Avenue, Jamaica, NY",Queens,Zabiha,"Homelawn Street, Queens, NY 11432, USA"
472,54th Street Halal Express Deli,"3-10 Beach 54th Street, Far Rockaway, NY",Queens,Zabiha,"3-10 Beach 54th St, Far Rockaway, NY 11692, USA"
473,Uma's,"92-07 Rockaway Beach Blvd., Rockaway Beach, NY",Queens,Zabiha,"92-07 Rockaway Beach Blvd, Far Rockaway, NY 11693, USA"
474,Turkish Grill,"42-03 Queens Blvd., Sunnyside, NY",Queens,Zabiha,"42-03 Queens Blvd, Sunnyside, NY 11104, USA"
475,Kennedy Deli,"157-05 Rockaway Blvd., Jamaica, NY",Queens,Zabiha,"157-05 Rockaway Blvd, Jamaica, NY 11434, USA"
476,Khyber Kabab,"112-11 Jamaica Avenue, Richmond Hill, NY",Queens,Zabiha,"11211 Jamaica Ave, Richmond Hill, NY 11418, USA"
477,Singas Famous Pizza,"2500 Central Park Avenue, Yonkers, NY",Queens,Zabiha,"2500 Central Park Ave, Yonkers, NY 10710, USA"
478,Texas Chicken & Burgers,"255-21 Hillside Avenue, Floral Park, NY",Queens,Zabiha,"255-21 Hillside Avenue, Glen Oaks, NY 11004, USA"
479,Pamir Kabab House & Grill,"70-74 Kissena Blvd., Flushing, NY",Queens,Zabiha,"70-74 Kissena Blvd, Queens, NY 11367, USA"
480,Dhanshiri,"169-28 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"169-28 Hillside Avenue, Jamaica, NY 11432, USA"
481,Madina Halal,"64-02 35th Avenue, Woodside, NY",Queens,Zabiha,"64-02 35th Ave, Flushing, NY 11377, USA"
482,Truva Café & Grill,"22-41 31st Street, Astoria, NY",Queens,Zabiha,"22-41 31st St, Queens, NY 11105, USA"
483,Samis Kabab House,"35-57 Crescent Street, Astoria, NY",Queens,Zabiha,"35-57 Crescent St, Astoria, NY 11106, USA"
484,Kebab Empire,"136-20 Roosevelt Avenue, Flushing, NY",Queens,Zabiha,"136-20 Roosevelt Ave, Flushing, NY 11354, USA"
485,Platinum Hookah Lounge & Café,"140-14 Rockaway Blvd., Jamaica, NY",Queens,Zabiha,"140-14 Rockaway Blvd, Jamaica, NY 11436, USA"
486,Bakhter Halal Kabab,"68-16 Fresh Meadow Lane, Flushing, NY",Queens,Zabiha,"68-16 Fresh Meadow Ln, Fresh Meadows, NY 11365, USA"
487,Addy's BBQ,"30-94 Steinway Street, Astoria, NY",Queens,Zabiha,"30-94 Steinway St, Long Island City, NY 11103, USA"
488,Halalbee's,"182-26 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"182-26 Hillside Avenue, Jamaica, NY 11432, USA"
489,Aria Kabab,"72-55 Kissena Blvd, Flushing, NY",Queens,Zabiha,"72-55 Kissena Blvd, Flushing, NY 11367, USA"
490,KFC,"3042 Steinway Street, Astoria, NY",Queens,Zabiha,"3042 Steinway St, Astoria, NY 11103, USA"
491,Munch,"70-19 Austin Street, Forest Hills, NY",Queens,Zabiha,"70-19 Austin St, Forest Hills, NY 11375, USA"
492,Darbar's Chicken & Ribs,"126-9 Liberty Avenue, South Richmond Hill, NY",Queens,Zabiha,"126-9 Liberty Ave, South Richmond Hill, NY 11419, USA"
493,Kennedy Fried Chicken,"170-02 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"170-02 Hillside Avenue, Jamaica, NY 11432, USA"
494,Fatima's Halal Kitchen,"25-25 Broadway, Queens, NY",Queens,Zabiha,"25-25 Broadway, Queens, NY 11106, USA"
495,Carifesta,"12615 Liberty Avenue, Richmond Hill, NY",Queens,Zabiha,"126-15 Liberty Ave, Jamaica, NY 11419, USA"
496,Tokyo Hibachi,"184-16 Horace Harding Expressway, Fresh Meadows, NY",Queens,Zabiha,"184-16 Horace Harding Expy, Fresh Meadows, NY 11365, USA"
497,Nur Thai,"63-32 Woodhaven Blvd., Rego Park, NY",Queens,Zabiha,"63-32 Woodhaven Blvd, Middle Village, NY 11379, USA"
498,Halal Kitchen,"187-14 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"187-14 Hillside Avenue, Jamaica, NY 11432, USA"
499,Crown Fried Chicken,"182-26 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"182-26 Hillside Avenue, Jamaica, NY 11432, USA"
500,Balkh Shish Kabab House,"23-10 31st Street, Astoria, NY",Queens,Zabiha,"23-10 31st St, Queens, NY 11105, USA"
501,Upi Jaya,"76-04 Woodside Avenue, Elmhurst, NY",Queens,Zabiha,"76-04 Woodside Ave, Flushing, NY 11373, USA"
502,Sarajevo Fast Foods,"3718 34th Avenue, Long Island City, NY",Queens,Zabiha,"3718 34th St, Long Island City, NY 11101, USA"
503,Firdos Grill & Café,"25-21 Steinway Street, Astoria, NY",Queens,Zabiha,"25-21 Steinway St, Long Island City, NY 11103, USA"
504,Halal Sandwich Shop,"25-61 Steinway Street, New York, NY",Queens,Zabiha,"25-61 Steinway St, Long Island City, NY 11103, USA"
505,Marhabah Halal,"128-16 Liberty Avenue, Richmond Hill, NY",Queens,Zabiha,"128-16 Liberty Ave, Jamaica, NY 11419, USA"
506,Halal Kitchen (II),"71-12 Grand Avenue, Maspeth, NY",Queens,Zabiha,"71-12 Grand Ave, Flushing, NY 11378, USA"
507,Bakhtar Afghan Halal Kababs,"68-16 Fresh Meadow Lane, Fresh Meadows, NY",Queens,Zabiha,"68-16 Fresh Meadow Ln, Fresh Meadows, NY 11365, USA"
508,Halal Dynasty,"172-33 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"172-33 Hillside Avenue, Jamaica, NY 11432, USA"
509,Istanbul Restaurant,"95-36 Queens Blvd., Rego Park, NY",Queens,Zabiha,"95-36 Queens Blvd, Flushing, NY 11374, USA"
510,Starlight Grill,"80-02 Astoria Blvd., Astoria, NY",Queens,Zabiha,"8-0 Astoria Blvd, Astoria, NY 11102, USA"
511,Choopan Kabab,"4327 Main Street, Flushing, NY",Queens,Zabiha,"43-27 Main St, Flushing, NY 11355, USA"
512,Kabab Diner,"133-23 Rockaway Blvd., South Ozone Park, NY",Queens,Zabiha,"133-23 Rockaway Blvd, Jamaica, NY 11420, USA"
513,Little Morocco,"24-39 Steinway Street, Queens, NY",Queens,Zabiha,"24-39 Steinway St, Astoria, NY 11103, USA"
514,Mangal Turkish Restaurant,"46-20 Queens Blvd., Sunnyside, NY",Queens,Zabiha,"46-20 Queens Blvd, Long Island City, NY 11104, USA"
515,Tangra Asian Fusion (II),"39-23 Queens Blvd., Sunnyside, NY",Queens,Zabiha,"39-23 Queens Blvd, Long Island City, NY 11104, USA"
516,Kabul Kabab House,"42-51 Main Street, Flushing, NY",Queens,Zabiha,"42-51 Main St, Flushing, NY 11355, USA"
517,Al-Mehran,"87-46 Parsons Blvd., Jamaica, NY",Queens,Zabiha,"87-46 Parsons Blvd, Queens, NY 11432, USA"
518,S&A West Indian Restaurant,"103-06 Liberty Avenue, Jamaica, NY",Queens,Zabiha,"103-06 Liberty Ave, Jamaica, NY 11417, USA"
519,Kabab Café,"25-12 Steinway Street, Astoria, NY",Queens,Zabiha,"25-12 Steinway St, Long Island City, NY 11103, USA"
520,Shah's Halal Food,"121st Street & Liberty Avenue, Richmond Hill, NY",Queens,Zabiha,"121 St / Jamaica Av, Queens, NY 11418, USA"
521,Afghan Kebab House #5,"25-89 Steinway Street, Astoria, NY",Queens,Zabiha,"25-89 Steinway St, Long Island City, NY 11103, USA"
522,Indo Foods Halal Cart,"120th Street and Liberty Avenue, Richmond Hill, Queens, NY",Queens,Zabiha,"Liberty Ave & 120th St, Queens, NY 11419, USA"
523,Halal Kitchen,"42-14 Greenpoint Avenue, Sunnyside, NY",Queens,Zabiha,"42-14 Greenpoint Ave, Sunnyside, NY 11104, USA"
524,Ariana Kebab Palace,"169-10 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"169-10 Hillside Avenue, Jamaica, NY 11432, USA"
525,Palace Fried Chicken,"21-02 36th Avenue, New York, NY",Queens,Zabiha,"21-2 36th Ave, Astoria, NY 11106, USA"
526,Crown Grill Fried Chicken & Pizza,"71-12 Kissena Blvd., Flushing, NY",Queens,Zabiha,"71-12 Kissena Blvd, Flushing, NY 11367, USA"
527,Abdul Halal Food Cart,"Liberty Avenue & Lefferts Blvd, South Richmond Hill, NY",Queens,Zabiha,"Liberty Ave, New York, NY, USA"
528,Mombar,"25-22 Steinway Street, Queens, NY",Queens,Zabiha,"25-22 Steinway St, Long Island City, NY 11103, USA"
529,Abou Bakery,"210-23 Jamaica Avenue, Queens, NY",Queens,Zabiha,"210-23 Jamaica Ave, Jamaica, NY 11428, USA"
530,Curry Point Halal Grill,"41-02 Greenpoint Avenue, Sunnyside, NY",Queens,Zabiha,"41-02 Greenpoint Ave, Long Island City, NY 11104, USA"
531,Palace Chicken,"104-02 Jamaica Avenue, Queens, NY",Queens,Zabiha,"104-02 Jamaica Ave, Jamaica, NY 11418, USA"
532,Halal Gyro & Chicken,"64th Avenue & 108th Street, Forest Hills, NY",Queens,Zabiha,"64th Ave, Oakland, CA, USA"
533,Kennedy Fried Chicken,"13604 Northern Blvd, Flushing, NY",Queens,Zabiha,"136-04 Northern Blvd, Flushing, NY 11354, USA"
534,Rose Bengal,"77-01 101st Avenue, Ozone Park, NY",Queens,Zabiha,"77-01 101st Ave, Jamaica, NY 11416, USA"
535,Nanking,"134-07 Rockaway Blvd., South Ozone Park, NY",Queens,Zabiha,"134-07 Rockaway Blvd, Jamaica, NY 11420, USA"
536,Aden Restaurant,"24-42 Steinway Street, Astoria, NY",Queens,Zabiha,"24-42 Steinway St, Long Island City, NY 11103, USA"
537,Hot N Sour,"396 64th Street, Woodside, NY",Queens,Zabiha,"396 64th St, Woodside, NY 11377, USA"
538,Our Village Roti Shop,"211-61 Jamaica Avenue, Queens Village, NY",Queens,Zabiha,"211-61 Jamaica Ave, Jamaica, NY 11428, USA"
539,Silk Hookah Lounge & Grill,"192-08 Northern Blvd., Flushing, NY",Queens,Zabiha,"192-08 Northern Blvd, Flushing, NY 11358, USA"
540,Anando,"29-14 36th Avenue, Astoria, NY",Queens,Zabiha,"29-14 36th Ave, Queens, NY 11106, USA"
541,Jerusalem Pita House,"25-15 30th Avenue, Long Island City, NY",Queens,Zabiha,"25-15 30th Ave, Long Island City, NY 11102, USA"
542,Just Combo,"21-01 21st Avenue, Astoria, NY",Queens,Zabiha,"21-01 21st Ave, Long Island City, NY 11105, USA"
543,Namaste,"31-15 30th Avenue, Astoria, NY",Queens,Zabiha,"31-15 30th Ave, Long Island City, NY 11102, USA"
544,Saffron Indian Cuisine,"44-04 Broadway, Queens, NY",Queens,Zabiha,"44-04 Broadway, Long Island City, NY 11103, USA"
545,Chang Pai,"166-12 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"166-12 Hillside Avenue, Jamaica, NY 11432, USA"
546,Taste of Bengal,"30-27 31st Street, Astoria, NY",Queens,Zabiha,"30-27 31st St, Long Island City, NY 11102, USA"
547,Djerdan Burek,"33-15 Greenpoint Avenue, Long Island City, NY",Queens,Zabiha,"33-15 Greenpoint Ave, Long Island City, NY 11101, USA"
548,Dhaka Garden,"72-23 37th Avenue, Jackson Heights, NY",Queens,Zabiha,"72-23 37th Ave, Flushing, NY 11372, USA"
549,Asian Halal Food Restaurant,"39-44 21st Street, Long Island City, NY",Queens,Zabiha,"39-44 21st St, Long Island City, NY 11101, USA"
550,Halal Tikka,"87-17 Lefferts Blvd., Richmond Hill, NY",Queens,Zabiha,"87-17 Lefferts Blvd, Jamaica, NY 11418, USA"
551,Tutu's Halal Kitchen,"91-31 Queens Blvd., New York, NY",Queens,Zabiha,"91-31 Queens Blvd, Elmhurst, NY 11373, USA"
552,SABA Restaurant & Grill,"25-75 Steinway Street, Astoria, NY",Queens,Zabiha,"25-75 Steinway St, Long Island City, NY 11103, USA"
553,Aladdin Sweets & Restaurant,"29-06 36th Avenue, Astoria, NY",Queens,Zabiha,"29-06 36th Ave, Astoria, NY 11106, USA"
554,Richi Rich Palace,"110-19 Atlantic Avenue, Richmond Hill, NY",Queens,Zabiha,"110-19 Atlantic Ave, Jamaica, NY 11418, USA"
555,Patoug,"220-06 Horace Harding Expressway South, Queens, NY",Queens,Zabiha,"220-06 Horace Harding Expy, Oakland Gardens, NY 11364, USA"
556,Shah's Halal Food Cart,"Queens Blvd & Union Turnpike, New York, NY",Queens,Zabiha,"Queens Blvd, Queens, NY, USA"
557,Swaad,"29-14 36th Avenue, Astoria, NY",Queens,Zabiha,"29-14 36th Ave, Queens, NY 11106, USA"
558,King Kabab,"130-09 Hillside Avenue, Elmhurst, NY",Queens,Zabiha,"167-09 Hillside Avenue, Jamaica, NY 11432, USA"
559,Green Apple Delight,"29-12 Crescent Street, Astoria, NY",Queens,Zabiha,"29-12 Crescent St, Astoria, NY 11102, USA"
560,Naz Bakery & Roti Shop,"204-17 Jamaica Avenue, Hollis, NY",Queens,Zabiha,"204-17 Jamaica Ave, Jamaica, NY 11423, USA"
561,Crown Fried Chicken,"204-20 Hillside Avenue, Hollis, NY",Queens,Zabiha,"204-20 Hillside Avenue, Jamaica, NY 11423, USA"
562,Halal Cart,"Hollis Court Blvd & Hillside Avenue, Queens Village, NY",Queens,Zabiha,"Hollis Ct Blvd, Queens, NY, USA"
563,Halal Cart,"Hillside Avenue & Francis Lewis Blvd, Queens Village, NY",Queens,Zabiha,"Hillside Avenue, New York, USA"
564,Arya Kabob House,"33-35 Francis Lewis Blvd., Flushing, NY",Queens,Zabiha,"33-35 Francis Lewis Blvd, Flushing, NY 11358, USA"
565,Tasty Fried Chicken Pizza & Grill,"134-19 Liberty Avenue, South Richmond Hill, NY",Queens,Zabiha,"134-19 Liberty Ave, Jamaica, NY 11419, USA"
566,Farid Grill,"25-15 Steinway Street, Astoria, NY",Queens,Zabiha,"25-15 Steinway St, Long Island City, NY 11103, USA"
567,Ignited Restaurant & Lounge,"30-27 Steinway Street, Astoria, NY",Queens,Zabiha,"30-27 Steinway St, Long Island City, NY 11103, USA"
568,Desi Food Market,"109-19 Liberty Avenue, South Richmond Hill, NY",Queens,Zabiha,"109-19 Liberty Ave, Jamaica, NY 11419, USA"
569,Tayaba Gyro,"150-5 14th Road, Whitestone, NY",Queens,Zabiha,"150-05 14th Rd, Flushing, NY 11357, USA"
570,Jackfruit Garden,"83-27 Parsons Blvd, Jamaica, NY",Queens,Zabiha,"83-27 Parsons Blvd, Jamaica, NY 11432, USA"
571,New Bakhtar,"110-23 Jamaica Avenue, Richmond Hill, NY",Queens,Zabiha,"110-23 Jamaica Ave, Jamaica, NY 11418, USA"
572,Uncle's Fried Chicken,"163-04 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"163-04 Hillside Avenue, Jamaica, NY 11432, USA"
573,Joe's Pasta & Pizza,"95-08 Jamaica Avenue, Woodhaven, NY",Queens,Zabiha,"95-08 Jamaica Ave, Jamaica, NY 11421, USA"
574,Kurry Qulture,"36-05 30th Avenue, Astoria, NY",Queens,Zabiha,"36-05 30th Ave, Long Island City, NY 11103, USA"
575,Rockaway Roti,"122-21 Rockaway Blvd., South Ozone Park, NY",Queens,Zabiha,"122-21 Rockaway Blvd, South Ozone Park, NY 11420, USA"
576,Lhasa Fast Food,"37-50 74th Street, Jackson Heights, NY",Queens,Zabiha,"37-50 74th Street, Flushing, NY 11372, USA"
577,Zahid's Halal Food,"Braddock Avenue, Queens Village, NY",Queens,Zabiha,"Braddock Ave, Queens, NY, USA"
578,Tawa Food,"37-38 72nd Street, Jackson Heights, NY",Queens,Zabiha,"37-38 72nd St, Flushing, NY 11372, USA"
579,Yi Lan Halal,"42-79 Main Street, Flushing, NY",Queens,Zabiha,"42-79 Main St, Flushing, NY 11355, USA"
580,Yaar,"22-55 31st Street, Astoria, NY",Queens,Zabiha,"22-55 31st St, Queens, NY 11105, USA"
581,Asian Taste 86,"86-10 Whitney Avenue, Elmhurst, NY",Queens,Zabiha,"86-10 Whitney Ave, Queens, NY 11373, USA"
582,Punda,"39-35 47th Avenue, Sunnyside, NY",Queens,Zabiha,"39-35 47th Ave, Sunnyside, NY 11104, USA"
583,Mirch,"172-27 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"172-27 Hillside Avenue, Jamaica, NY 11432, USA"
584,Namaste Tashi Delek,"37-66 74th Street, Jackson Heights, NY",Queens,Zabiha,"37-66 74th Street, Flushing, NY 11372, USA"
585,Krispy Krunchy Chicken,"179-33 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"179-33 Hillside Avenue, Jamaica, NY 11432, USA"
586,King of Falafel & Shawarma,"3015 Broadway, Astoria, NY",Queens,Zabiha,"30-15 Broadway, Astoria, NY 11106, USA"
587,Brother's Pizzeria,"30-50 14th Street, Astoria, NY",Queens,Zabiha,"30-50 14th St, Long Island City, NY 11102, USA"
588,Tikka Grill,"2402 82nd Street, East Elmhurst, NY",Queens,Zabiha,"2402 82nd St, East Elmhurst, NY 11370, USA"
589,Punjabi Kabab & Gyro,"108-3 101st Avenue, South Richmond Hill, NY",Queens,Zabiha,"108-3 101st Ave, South Richmond Hill, NY 11419, USA"
590,Gaw Gai,"23-06 Jackson Avenue, Long Island City, NY",Queens,Zabiha,"23-06 Jackson Ave, Long Island City, NY 11101, USA"
591,Malingo,"43-16 Queens Blvd., Queens, NY",Queens,Zabiha,"43-16 Queens Blvd, Sunnyside, NY 11104, USA"
592,Dumpling,"147-18 45th Avenue, Flushing, NY",Queens,Zabiha,"147-18 45th Ave, Flushing, NY 11355, USA"
593,Heat Caribbean Kitchen & Lounge,"100-05 Atlantic Avenue, Richmond Hill, NY",Queens,Zabiha,"100-05 Atlantic Ave, Jamaica, NY 11418, USA"
594,Erqal,"136-20 Roosevelt Avenue, Flushing, NY",Queens,Zabiha,"136-20 Roosevelt Ave, Flushing, NY 11354, USA"
595,Apnar Sweets & Bakery,"167-19 Hillside Avenue, Jamaica, NY",Queens,Zabiha,"167-19 Hillside Avenue, Jamaica, NY 11432, USA"
596,Mis Kebab,"142 Main Street, East Rockaway, NY",Queens,Zabiha,"142 Main St, East Rockaway, NY 11518, USA"
597,Kabab & Gyro Grill,"131-07 Liberty Avenue, South Richmond Hill, NY",Queens,Zabiha,"131-07 Liberty Ave, Jamaica, NY 11419, USA"
598,Hamza & Medina Halal Food,"254-05 Hillside Avenue, Floral Park, NY",Queens,Zabiha,"254-05 Hillside Avenue, Glen Oaks, NY 11004, USA"
