,name,address,borough,source,validated_address
1019,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
1020,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
1021,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
1022,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
1023,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
1024,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
1025,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
1026,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
1027,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
1028,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
1029,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
1030,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
1031,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
1032,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
1033,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
1034,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
1035,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
1036,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
1037,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
1038,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
1039,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
1040,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
1041,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
1042,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
1043,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
1044,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
1045,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
1046,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
1047,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
1048,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
1049,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
1050,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
1051,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
1052,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
1053,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
1054,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
1055,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
1056,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
1057,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
1058,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
1059,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
1060,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
1061,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
1062,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
1063,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
1064,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
1065,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
1066,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
1067,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
1068,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
1069,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
1070,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
1071,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
1072,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
1073,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
1074,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
1075,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
1076,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
1077,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
1078,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
1079,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
1080,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
1081,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
1082,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
1083,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
1084,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
